year,period,periodName,latest,value,footnotes,calculations,Category,Year-Month
2023,M09,September,True,307.789,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.9', '6': '2.0', '12': '3.7'}}",CUUR0000SA0,2023-09
2023,M08,August,,307.026,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '1.0', '6': '2.1', '12': '3.7'}}",CUUR0000SA0,2023-08
2023,M07,July,,305.691,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.8', '6': '2.2', '12': '3.2'}}",CUUR0000SA0,2023-07
2023,M06,June,,305.109,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '1.1', '6': '2.8', '12': '3.0'}}",CUUR0000SA0,2023-06
2023,M05,May,,304.127,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '1.1', '6': '2.2', '12': '4.0'}}",CUUR0000SA0,2023-05
2023,M04,April,,303.363,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '1.4', '6': '1.8', '12': '4.9'}}",CUUR0000SA0,2023-04
2023,M03,March,,301.836,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '1.7', '6': '1.7', '12': '5.0'}}",CUUR0000SA0,2023-03
2023,M02,February,,300.84,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.6', '3': '1.1', '6': '1.6', '12': '6.0'}}",CUUR0000SA0,2023-02
2023,M01,January,,299.17,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.8', '3': '0.4', '6': '1.0', '12': '6.4'}}",CUUR0000SA0,2023-01
2022,M12,December,,296.797,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '0.0', '6': '0.2', '12': '6.5'}}",CUUR0000SA0,2022-12
2022,M11,November,,297.711,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '0.5', '6': '1.9', '12': '7.1'}}",CUUR0000SA0,2022-11
2022,M10,October,,298.012,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '0.6', '6': '3.1', '12': '7.7'}}",CUUR0000SA0,2022-10
2022,M09,September,,296.808,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.2', '6': '3.2', '12': '8.2'}}",CUUR0000SA0,2022-09
2022,M08,August,,296.171,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '1.3', '6': '4.4', '12': '8.3'}}",CUUR0000SA0,2022-08
2022,M07,July,,296.276,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '2.5', '6': '5.4', '12': '8.5'}}",CUUR0000SA0,2022-07
2022,M06,June,,296.311,[{}],"{'net_changes': {}, 'pct_changes': {'1': '1.4', '3': '3.1', '6': '6.3', '12': '9.1'}}",CUUR0000SA0,2022-06
2022,M05,May,,292.296,[{}],"{'net_changes': {}, 'pct_changes': {'1': '1.1', '3': '3.0', '6': '5.2', '12': '8.6'}}",CUUR0000SA0,2022-05
2022,M04,April,,289.109,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.6', '3': '2.8', '6': '4.5', '12': '8.3'}}",CUUR0000SA0,2022-04
2022,M03,March,,287.504,[{}],"{'net_changes': {}, 'pct_changes': {'1': '1.3', '3': '3.1', '6': '4.8', '12': '8.5'}}",CUUR0000SA0,2022-03
2022,M02,February,,283.716,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.9', '3': '2.1', '6': '3.7', '12': '7.9'}}",CUUR0000SA0,2022-02
2022,M01,January,,281.148,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.8', '3': '1.6', '6': '3.0', '12': '7.5'}}",CUUR0000SA0,2022-01
2021,M12,December,,278.802,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '1.6', '6': '2.6', '12': '7.0'}}",CUUR0000SA0,2021-12
2021,M11,November,,277.948,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '1.6', '6': '3.3', '12': '6.8'}}",CUUR0000SA0,2021-11
2021,M10,October,,276.589,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.8', '3': '1.3', '6': '3.6', '12': '6.2'}}",CUUR0000SA0,2021-10
2021,M09,September,,274.31,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '1.0', '6': '3.6', '12': '5.4'}}",CUUR0000SA0,2021-09
2021,M08,August,,273.567,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '1.6', '6': '4.0', '12': '5.3'}}",CUUR0000SA0,2021-08
2021,M07,July,,273.003,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '2.2', '6': '4.4', '12': '5.4'}}",CUUR0000SA0,2021-07
2021,M06,June,,271.696,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.9', '3': '2.6', '6': '4.3', '12': '5.4'}}",CUUR0000SA0,2021-06
2021,M05,May,,269.195,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.8', '3': '2.4', '6': '3.4', '12': '5.0'}}",CUUR0000SA0,2021-05
2021,M04,April,,267.054,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.8', '3': '2.1', '6': '2.6', '12': '4.2'}}",CUUR0000SA0,2021-04
2021,M03,March,,264.877,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.7', '3': '1.7', '6': '1.8', '12': '2.6'}}",CUUR0000SA0,2021-03
2021,M02,February,,263.014,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '1.1', '6': '1.2', '12': '1.7'}}",CUUR0000SA0,2021-02
2021,M01,January,,261.582,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '0.5', '6': '1.0', '12': '1.4'}}",CUUR0000SA0,2021-01
2020,M12,December,,260.474,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.1', '6': '1.0', '12': '1.4'}}",CUUR0000SA0,2020-12
2020,M11,November,,260.229,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '0.1', '6': '1.5', '12': '1.2'}}",CUUR0000SA0,2020-11
2020,M10,October,,260.388,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '0.5', '6': '1.6', '12': '1.2'}}",CUUR0000SA0,2020-10
2020,M09,September,,260.28,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '1.0', '6': '0.8', '12': '1.4'}}",CUUR0000SA0,2020-09
2020,M08,August,,259.918,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '1.4', '6': '0.5', '12': '1.3'}}",CUUR0000SA0,2020-08
2020,M07,July,,259.101,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '1.1', '6': '0.4', '12': '1.0'}}",CUUR0000SA0,2020-07
2020,M06,June,,257.797,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '-0.1', '6': '0.3', '12': '0.6'}}",CUUR0000SA0,2020-06
2020,M05,May,,256.394,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '-0.9', '6': '-0.3', '12': '0.1'}}",CUUR0000SA0,2020-05
2020,M04,April,,256.389,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.7', '3': '-0.6', '6': '-0.4', '12': '0.3'}}",CUUR0000SA0,2020-04
2020,M03,March,,258.115,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.2', '3': '0.4', '6': '0.5', '12': '1.5'}}",CUUR0000SA0,2020-03
2020,M02,February,,258.678,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '0.6', '6': '0.8', '12': '2.3'}}",CUUR0000SA0,2020-02
2020,M01,January,,257.971,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '0.2', '6': '0.5', '12': '2.5'}}",CUUR0000SA0,2020-01
2019,M12,December,,256.974,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '0.1', '6': '0.3', '12': '2.3'}}",CUUR0000SA0,2019-12
2019,M11,November,,257.208,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '0.3', '6': '0.4', '12': '2.1'}}",CUUR0000SA0,2019-11
2019,M10,October,,257.346,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.3', '6': '0.7', '12': '1.8'}}",CUUR0000SA0,2019-10
2019,M09,September,,256.759,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.2', '6': '1.0', '12': '1.7'}}",CUUR0000SA0,2019-09
2019,M08,August,,256.558,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '0.2', '6': '1.5', '12': '1.7'}}",CUUR0000SA0,2019-08
2019,M07,July,,256.571,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.4', '6': '1.9', '12': '1.8'}}",CUUR0000SA0,2019-07
2019,M06,June,,256.143,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '0.8', '6': '2.0', '12': '1.6'}}",CUUR0000SA0,2019-06
2019,M05,May,,256.092,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '1.3', '6': '1.6', '12': '1.8'}}",CUUR0000SA0,2019-05
2019,M04,April,,255.548,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '1.5', '6': '1.1', '12': '2.0'}}",CUUR0000SA0,2019-04
2019,M03,March,,254.202,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.6', '3': '1.2', '6': '0.7', '12': '1.9'}}",CUUR0000SA0,2019-03
2019,M02,February,,252.776,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '0.3', '6': '0.2', '12': '1.5'}}",CUUR0000SA0,2019-02
2019,M01,January,,251.712,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '-0.5', '6': '-0.1', '12': '1.6'}}",CUUR0000SA0,2019-01
2018,M12,December,,251.233,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '-0.5', '6': '-0.3', '12': '1.9'}}",CUUR0000SA0,2018-12
2018,M11,November,,252.038,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '0.0', '6': '0.2', '12': '2.2'}}",CUUR0000SA0,2018-11
2018,M10,October,,252.885,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.3', '6': '0.9', '12': '2.5'}}",CUUR0000SA0,2018-10
2018,M09,September,,252.439,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.2', '6': '1.2', '12': '2.3'}}",CUUR0000SA0,2018-09
2018,M08,August,,252.146,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.2', '6': '1.3', '12': '2.7'}}",CUUR0000SA0,2018-08
2018,M07,July,,252.006,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '0.6', '6': '1.7', '12': '2.9'}}",CUUR0000SA0,2018-07
2018,M06,June,,251.989,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '1.0', '6': '2.2', '12': '2.9'}}",CUUR0000SA0,2018-06
2018,M05,May,,251.588,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '1.0', '6': '2.0', '12': '2.8'}}",CUUR0000SA0,2018-05
2018,M04,April,,250.546,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '1.1', '6': '1.6', '12': '2.5'}}",CUUR0000SA0,2018-04
2018,M03,March,,249.554,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '1.2', '6': '1.1', '12': '2.4'}}",CUUR0000SA0,2018-03
2018,M02,February,,248.991,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '0.9', '6': '1.4', '12': '2.2'}}",CUUR0000SA0,2018-02
2018,M01,January,,247.867,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '0.5', '6': '1.3', '12': '2.1'}}",CUUR0000SA0,2018-01
2023,M09,September,True,310.817,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.6', '6': '1.7', '12': '4.1'}}",CUUR0000SA0L1E,2023-09
2023,M08,August,,310.103,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.7', '6': '2.0', '12': '4.3'}}",CUUR0000SA0L1E,2023-08
2023,M07,July,,309.402,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.8', '6': '2.5', '12': '4.7'}}",CUUR0000SA0L1E,2023-07
2023,M06,June,,308.91,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '1.1', '6': '2.9', '12': '4.8'}}",CUUR0000SA0L1E,2023-06
2023,M05,May,,308.096,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '1.3', '6': '2.8', '12': '5.3'}}",CUUR0000SA0L1E,2023-05
2023,M04,April,,306.899,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '1.6', '6': '2.5', '12': '5.5'}}",CUUR0000SA0L1E,2023-04
2023,M03,March,,305.476,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '1.8', '6': '2.4', '12': '5.6'}}",CUUR0000SA0L1E,2023-03
2023,M02,February,,304.011,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.7', '3': '1.5', '6': '2.3', '12': '5.5'}}",CUUR0000SA0L1E,2023-02
2023,M01,January,,301.962,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.6', '3': '0.9', '6': '2.1', '12': '5.6'}}",CUUR0000SA0L1E,2023-01
2022,M12,December,,300.113,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.6', '6': '1.8', '12': '5.7'}}",CUUR0000SA0L1E,2022-12
2022,M11,November,,299.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.8', '6': '2.4', '12': '6.0'}}",CUUR0000SA0L1E,2022-11
2022,M10,October,,299.315,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '1.2', '6': '2.9', '12': '6.3'}}",CUUR0000SA0L1E,2022-10
2022,M09,September,,298.442,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '1.3', '6': '3.2', '12': '6.6'}}",CUUR0000SA0L1E,2022-09
2022,M08,August,,297.178,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '1.6', '6': '3.2', '12': '6.3'}}",CUUR0000SA0L1E,2022-08
2022,M07,July,,295.646,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '1.7', '6': '3.4', '12': '5.9'}}",CUUR0000SA0L1E,2022-07
2022,M06,June,,294.68,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.7', '3': '1.9', '6': '3.8', '12': '5.9'}}",CUUR0000SA0L1E,2022-06
2022,M05,May,,292.506,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.6', '3': '1.5', '6': '3.4', '12': '6.0'}}",CUUR0000SA0L1E,2022-05
2022,M04,April,,290.846,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '1.7', '6': '3.3', '12': '6.2'}}",CUUR0000SA0L1E,2022-04
2022,M03,March,,289.305,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '1.9', '6': '3.4', '12': '6.5'}}",CUUR0000SA0L1E,2022-03
2022,M02,February,,288.059,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.7', '3': '1.9', '6': '3.1', '12': '6.4'}}",CUUR0000SA0L1E,2022-02
2022,M01,January,,285.996,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.7', '3': '1.6', '6': '2.5', '12': '6.0'}}",CUUR0000SA0L1E,2022-01
2021,M12,December,,283.908,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '1.4', '6': '2.0', '12': '5.5'}}",CUUR0000SA0L1E,2021-12
2021,M11,November,,282.754,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '1.2', '6': '2.5', '12': '4.9'}}",CUUR0000SA0L1E,2021-11
2021,M10,October,,281.617,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.6', '3': '0.9', '6': '2.8', '12': '4.6'}}",CUUR0000SA0L1E,2021-10
2021,M09,September,,279.884,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.6', '6': '3.0', '12': '4.0'}}",CUUR0000SA0L1E,2021-09
2021,M08,August,,279.507,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '1.3', '6': '3.3', '12': '4.0'}}",CUUR0000SA0L1E,2021-08
2021,M07,July,,279.146,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '1.9', '6': '3.5', '12': '4.3'}}",CUUR0000SA0L1E,2021-07
2021,M06,June,,278.218,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.8', '3': '2.4', '6': '3.3', '12': '4.5'}}",CUUR0000SA0L1E,2021-06
2021,M05,May,,275.893,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.7', '3': '1.9', '6': '2.4', '12': '3.8'}}",CUUR0000SA0L1E,2021-05
2021,M04,April,,273.968,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.8', '3': '1.6', '6': '1.7', '12': '3.0'}}",CUUR0000SA0L1E,2021-04
2021,M03,March,,271.713,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '0.9', '6': '1.0', '12': '1.6'}}",CUUR0000SA0L1E,2021-03
2021,M02,February,,270.696,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '0.5', '6': '0.7', '12': '1.3'}}",CUUR0000SA0L1E,2021-02
2021,M01,January,,269.755,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.2', '6': '0.8', '12': '1.4'}}",CUUR0000SA0L1E,2021-01
2020,M12,December,,269.226,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '0.1', '6': '1.1', '12': '1.6'}}",CUUR0000SA0L1E,2020-12
2020,M11,November,,269.473,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.3', '6': '1.4', '12': '1.6'}}",CUUR0000SA0L1E,2020-11
2020,M10,October,,269.328,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.6', '6': '1.2', '12': '1.6'}}",CUUR0000SA0L1E,2020-10
2020,M09,September,,269.054,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '1.0', '6': '0.7', '12': '1.7'}}",CUUR0000SA0L1E,2020-09
2020,M08,August,,268.756,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '1.1', '6': '0.6', '12': '1.7'}}",CUUR0000SA0L1E,2020-08
2020,M07,July,,267.703,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '0.6', '6': '0.6', '12': '1.6'}}",CUUR0000SA0L1E,2020-07
2020,M06,June,,266.302,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '-0.4', '6': '0.5', '12': '1.2'}}",CUUR0000SA0L1E,2020-06
2020,M05,May,,265.799,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '-0.5', '6': '0.3', '12': '1.2'}}",CUUR0000SA0L1E,2020-05
2020,M04,April,,266.089,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.5', '3': '0.0', '6': '0.4', '12': '1.4'}}",CUUR0000SA0L1E,2020-04
2020,M03,March,,267.312,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '0.9', '6': '1.1', '12': '2.1'}}",CUUR0000SA0L1E,2020-03
2020,M02,February,,267.268,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '0.8', '6': '1.2', '12': '2.4'}}",CUUR0000SA0L1E,2020-02
2020,M01,January,,266.004,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '0.4', '6': '0.9', '12': '2.3'}}",CUUR0000SA0L1E,2020-01
2019,M12,December,,264.935,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '0.2', '6': '0.7', '12': '2.3'}}",CUUR0000SA0L1E,2019-12
2019,M11,November,,265.108,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '0.4', '6': '1.0', '12': '2.3'}}",CUUR0000SA0L1E,2019-11
2019,M10,October,,265.059,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.6', '6': '1.0', '12': '2.3'}}",CUUR0000SA0L1E,2019-10
2019,M09,September,,264.522,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.5', '6': '1.0', '12': '2.4'}}",CUUR0000SA0L1E,2019-09
2019,M08,August,,264.169,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.6', '6': '1.2', '12': '2.4'}}",CUUR0000SA0L1E,2019-08
2019,M07,July,,263.566,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.5', '6': '1.3', '12': '2.2'}}",CUUR0000SA0L1E,2019-07
2019,M06,June,,263.177,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.5', '6': '1.6', '12': '2.1'}}",CUUR0000SA0L1E,2019-06
2019,M05,May,,262.59,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.6', '6': '1.3', '12': '2.0'}}",CUUR0000SA0L1E,2019-05
2019,M04,April,,262.332,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.8', '6': '1.3', '12': '2.1'}}",CUUR0000SA0L1E,2019-04
2019,M03,March,,261.836,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '1.1', '6': '1.3', '12': '2.0'}}",CUUR0000SA0L1E,2019-03
2019,M02,February,,261.114,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '0.8', '6': '1.2', '12': '2.1'}}",CUUR0000SA0L1E,2019-02
2019,M01,January,,260.122,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '0.4', '6': '0.9', '12': '2.2'}}",CUUR0000SA0L1E,2019-01
2018,M12,December,,259.083,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '0.3', '6': '0.5', '12': '2.2'}}",CUUR0000SA0L1E,2018-12
2018,M11,November,,259.105,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '0.4', '6': '0.6', '12': '2.2'}}",CUUR0000SA0L1E,2018-11
2018,M10,October,,259.063,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.5', '6': '0.8', '12': '2.1'}}",CUUR0000SA0L1E,2018-10
2018,M09,September,,258.429,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.3', '6': '0.7', '12': '2.2'}}",CUUR0000SA0L1E,2018-09
2018,M08,August,,258.012,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.2', '6': '0.9', '12': '2.2'}}",CUUR0000SA0L1E,2018-08
2018,M07,July,,257.867,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.3', '6': '1.3', '12': '2.4'}}",CUUR0000SA0L1E,2018-07
2018,M06,June,,257.697,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.4', '6': '1.6', '12': '2.3'}}",CUUR0000SA0L1E,2018-06
2018,M05,May,,257.469,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.7', '6': '1.6', '12': '2.2'}}",CUUR0000SA0L1E,2018-05
2018,M04,April,,257.025,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.9', '6': '1.3', '12': '2.1'}}",CUUR0000SA0L1E,2018-04
2018,M03,March,,256.61,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '1.2', '6': '1.5', '12': '2.1'}}",CUUR0000SA0L1E,2018-03
2018,M02,February,,255.783,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '0.9', '6': '1.3', '12': '1.8'}}",CUUR0000SA0L1E,2018-02
2018,M01,January,,254.638,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '0.4', '6': '1.1', '12': '1.8'}}",CUUR0000SA0L1E,2018-01
